cid,text,author,votes,heart,paid
UgwHse5dKaJ2B8MEgzx4AaABAg,"App പരിചയപെടുത്താൻ വേണ്ടി മാത്രം ആണ് മച്ചാൻ വന്നതെന്ന് തോന്നിപ്പോയി മച്ചാനെ ",Sidharth 333,57,False,None
UgxZjM1DV8CmQ_IRzF94AaABAg,"  ചില പ്രത്യേക കാരണങ്ങളാൽ ഇടാൻ പറ്റാതെ പോയ വീഡിയോ ആണ് പ്രേക്ഷകരെ  എല്ലാരും  കയറി കാണുക ting ting adikkane ",Aromal A,174,False,None
UgzLevkcRq8pe6rkLMt4AaABAg,"എല്ലാ പ്രേഷകർക്കും വിചിത്രമായ ക്രിസ്മസ് ആശംസകൾ ",കുന്നംകുളം ട്രെമ്പ്,1.2K,False,None
UgylMFKFkXseT_m4RS94AaABAg,"മഴയത്തുപോലും ഇടാവുന്ന ക്രിസ്മസ് ക്യാപ് പരിചയപെടുത്തിയ ആരോമൽ ser ഇഷ്ടം ",RUBIN GEORGE,217,False,None
Ugy0Qa4wI0p1yxvlhI94AaABAg,"ആദ്യമായി ക്യാമറമേനോന്റെ ചിരി കേട്ടു ",Aswathy ss,1.5K,False,None
UgxhvJoZsPlfhOcwwTV4AaABAg,"അങ്ങനെ നമ്മുടെ ചങ്ക്  പൂർവ്വ ആരോഗ്യത്തോടെ സുന്ദരേശൻ ആയി തിരിച്ചു വന്നിരിക്കുന്നു  പ്രേക്ഷകരെ ഗഫൂർ", കാ ദോസ്ത്; Ksa,749,True,None
UgyBFnl7ar4FelLzMyp4AaABAg,"ആദ്യം ഫേക്ക് ആയിരിക്കും എന്ന് കരുതി എത്രയും പെട്ടെന്ന് പൂർവ്വ ആരോഗ്യത്തോടെ തിരിച്ചു വരാൻ സാധിക്കട്ടെഗഫൂർ", കാ ദോസ്ത്; Ksa,2.7K,False,None
Ugy5FXce2Qn7bimIWUl4AaABAg,"തന്റെ സംസാരം കേക്കുമ്പോൾ തന്നെ വിഷമം അറിയാനുണ്ട്...എല്ലാം പെട്ടെന്ന് ശെരിയാവട്ടെ...",ATHIRA ATHI,506,False,None
UgwYXX6t5r337wBzQt54AaABAg,"നാളെ വീടൊക്കെ ഒന്ന് വൃത്തിയാക്കണം വീട് വൃത്തിയാക്കാൻ അറിയാത്ത എനിക്ക് ഇത് പഠിപ്പിച്ചു തന്ന ആരോമൽ മച്ചാന് നന്ദി ",JASU X,461,False,None
UgyT4lh-OQ7_oMoNeE14AaABAg,"ചിരിച്ചുകൊണ്ട് അവന്റെ വീടിന്റെ അവസ്ഥ പറഞ്ഞ അവനിരിക്കട്ടെ ലൈക്ക്",Adhi Edz,5.7K,False,None
Ugw-2M0za90WB6juNHF4AaABAg,"സ്വന്തം വീടിന്റെ അവസ്ഥ മറച്ചു വെക്കാതെ നമ്മളോട് ചിരിച്ചു കൊണ്ട് പങ്ക് വെച്ച Aromalinu ഇരിക്കട്ടെ ഒരു കുതിരപവൻ ",Soorya 123,797,False,None
UgxgvHKpHEmOAVk365x4AaABAg,"ആദ്യം ആയിട്ടാ ആപ്പിന്റെ പ്രൊമോഷൻ skip ചെയ്യാതെ കാണുന്നെ...ആരോമൽ സെർ pever",Vaishnav Amandra,1.6K,False,None
Ugw1cRfTQ5bCxl-KyZl4AaABAg,"തമാശക്കിടയിൽ കർഷകരെ മെൻഷൻ ചെയ്ത നിനക്ക് ഇരിക്കട്ടെ ഒരു big salute അപ്പൊ ശെരി പ്രേക്ഷകരെ ",GAMING COUSINS,260,False,None
Ugx-Ce5maDGZg29FLf94AaABAg,"ചിരി വന്നിട്ടും പതറാതെ നിന്ന ക്യാമറാമാൻ ഇരിക്കട്ടെ ഇന്നത്തെ ലൈക്കുകൾ ",Niyaz cc,3K,False,None
UgyhIXceCO28eLbFF8h4AaABAg,"പ്രേക്ഷകരെ എന്നുള്ള ആ വിളി",ഒരു അഡാർ Pets Story,4.3K,False,None
Ugx0nCowGmYjnyC16eN4AaABAg,"ഫിറോസിക്കക്കു(village food channel) ഒരു വെല്ലുവിളി ആകുമോ ",Aswin Madappally,6K,False,None
UgzAh-z9qK9m33dLvxN4AaABAg,"നടുറോഡിൽ ഇരുന്നു ചിക്കൻ കറി ഉണ്ടാക്കിയ റെക്കോർഡ് നമ്മുടെ ടിൻ ടിൻ മച്ചാനു സ്വന്തം ",Febin Johnson,465,False,None
UgzPJ2PKnURo1iiuxbx4AaABAg,"പാതിരാത്രി വീഡിയോ ഇട്ടാൽ ആരും വരില്ലെന്ന് വിചാരിച്ചർക്ക് തെറ്റി ടിങ് ടിങ് മച്ചാൻ pever ",Niyaz cc,3.6K,False,None
Ugzt92cp-DsALWuo5qd4AaABAg,"30 മണിക്കൂർ എടുത്തു ആ മാവ്  ഒന്ന് സെറ്റ് അവാൻ dedication hardwork  ufff ijjathyമച്ചാൻ ഉയിർ ഫാൻസ്‌ power കാണിക്കു മക്കളെ ",Akhil Chanduz,73,False,None
UgxkPMozeves4Mhi0Jl4AaABAg,"പാതിരാത്രിയിൽ ഉറങ്ങി കിടന്ന എന്നെ ട്രിങ് ട്രിങ് അടിച്ച് എഴുന്നേൽപ്പിച്ചു പശുവിന്റെ കുളി സീൻ ആണല്ലോ കാണിച്ചത് ",കോശി കുര്യൻ - 90''s ✔️,2.9K,False,None
UgwjIiJj49FD2kYnoGd4AaABAg,"ചിരിക്കാതെ ഫ്രെയിം കട്ടായി പോകാതെ നിന്ന് വീഡിയോ എടുത്ത ക്യാമറ മാമന് ഇരിക്കട്ടെ എന്റെ വക കുതിര പവൻ ",JARM BOYS,315,False,None
UgzOvshWBHWkAQUD1cB4AaABAg,"വളരെ വിചിത്രമായ ഓണാശംസകൾ ഞാൻ വിജരംഭിച്ചു പോയി ",No Name,3.6K,False,None
UgxqHNdtdvmQIzOzI4F4AaABAg,"അടുത്ത വർഷത്തെ ഓണാശംസൽ കൂടി തന്ന നമ്മുടെ മുത്തിന്റെ മനസ്സ് ആരും കാണാതെ പോകരുത്",GOKUL,90,False,None
UgwXpN8icxf9eqiTU2R4AaABAg,"സ്വാഗതം പറഞ്ഞു  വീഡിയോ നിർത്തിയ ഏക You Tuber",Keeleri Achu,1.8K,False,None
UgyGYdosbgsH8hLoNwR4AaABAg,"ഇജ്ജാതി അറിവുകൾ ആണ് പഹയൻ നമുക്ക് നൽകുന്നത്.... 1986 ഇന്ത്യ അപ്പോഴും ബ്രിട്ടീഷുകാരുടെ കയ്യിൽ ആണ് ",90''s kid,567,False,None
UgzhAgtAZlx3gXj6NVZ4AaABAg,"നിന്റെ സന്തോഷം കാണാനാണ് ഞങ്ങൾ ടിങ് ടിങ് അടിച്ചത് . എല്ലാം ശെരിയാവും മുത്തുമണി. ഹാപ്പി ആയിരിക്ക് ",KL-2 FAMILY,4.5K,False,None
UgwtxhCobGJKVLIFWKN4AaABAg,"നിന്നാൽ കഴിയുന്നത് നീ ചെയ്യടാ... ഇവിടെ എല്ലാരും  മഹാനും മഹതികൾ ഒന്നുമല്ല ",Pramod Nair,1.4K,False,None
UgxlCk0X1TjFru9J6LJ4AaABAg,"നരസിംഹത്തിന് ശേഷം തോട്ടിൽ നിന്നുള്ള ഏറ്റവും മികച്ച മരണമാസ്സ്  ഇൻട്രോ.. ",arvind shetty,1.2K,False,None
UgwAtZpMdwVN58v4TI14AaABAg," നീ പൊളിയാടാ മുത്തേ  ഇനി നല്ല അടിപൊളി വീഡിയോ ആയി വാ",Iam Razeen,7.9K,True,None
UgwuDMppKs46r-pgcxV4AaABAg,"ഉബൈദ് മച്ചാന്റെ വീഡിയോ കണ്ട് വന്നവർ ഉണ്ടോ",AMEER ALI KK,3.9K,False,None
UgxYtkHdkxHKTj1jcTt4AaABAg,"0:27 എനിക്ക് മനസിന് വിഷമം വരുമ്പോൾ ഞാൻ ഇത് കാണും...",Trending Games,760,True,None
Ugz_4vY6Kj_5gTjqu5x4AaABAg,"Troll കണ്ട് വന്നവർ ഉണ്ടോ ",Ameen Mufc,12K,True,None
Ugw8sppZxtvq1Zfi4Bt4AaABAg,"ഞാൻ ഇത് കണ്ട എല്ലാ ദിവസവും കൈ അടിക്കാറുണ്ട് ഡിങ് ഡിങ് മച്ചാനെ",Trending Games,2.9K,False,None
Ugy7hK_5jigp27hv8fV4AaABAg.9byUjBwYors9c7UZhI704U,"കരയാണ്ട് പോടെ ചെള്ള് ചെക്കാ ",LRX GAMING  ꪜ,0,False,None
Ugwfl3LCxEMwwwESWfl4AaABAg,"Live ആണെന്ന് കരുതി first അടിക്കാൻ വന്ന le ഞാൻ ",😈Loki Laufi Son😈,3,True,None
UgxVF8LqtuWQ1ErmpYt4AaABAg.9YGbtXagYty9YGk7qkGMtA,"സെർ ",LRX GAMING  ꪜ,0,False,None
Ugzx5jFa4RHrmdrvFv94AaABAg.9YGfDc7mOaG9YGk4oW1OMi,"പിന്നല്ല ",LRX GAMING  ꪜ,1,False,None
Ugwfl3LCxEMwwwESWfl4AaABAg.9YGbBOmixVD9YGk72JmqBd,"നാളെ ഒരു വീഡിയോ വരുന്നുണ്ട് ",LRX GAMING  ꪜ,0,False,None
Ugz0phJ6zmItBUyaaix4AaABAg.9YGeczOTuzi9YGkAOlU7m9,"പെവർ ആണേ ",LRX GAMING  ꪜ,0,False,None
UgxDuh5ySGq7QaJ9YwJ4AaABAg.9YGcJyspi0O9YGk3lAKvqJ,"പിന്നെ അല്ല ",LRX GAMING  ꪜ,0,False,None
UgxRx5viSCnCZNrvmNN4AaABAg.9YGbIhW76Ec9YGk8r9mfhg,"പിന്നല്ല ",LRX GAMING  ꪜ,1,False,None
UgxfB-PmsVq9XyzYI414AaABAg.9Y6_Oz0pwwK9Y9JDuctgmL,"സെർ",LRX GAMING  ꪜ,1,False,None
Ugy0Cl719AeDTT5-uEB4AaABAg.9XzpWfQ66Do9Y9JGK6lPBK,"ആണ് ",LRX GAMING  ꪜ,2,False,None
Ugx_02ezRffUxTctX4l4AaABAg.9XG1QdNO91x9Y9JMBtcwKw,"കേരള വിഷൻ",LRX GAMING  ꪜ,1,False,None
Ugx_02ezRffUxTctX4l4AaABAg.9XG1QdNO91x9YAqf4RGJlP," @RA VEEN  ആണ് മുടിഞ്ഞ പ്രശ്നം ആണ്",LRX GAMING  ꪜ,0,False,None
Ugx_02ezRffUxTctX4l4AaABAg.9XG1QdNO91x9YDWtL6m_NB," @RA VEEN  അത്‌ ലിറ്റൻസി പ്രശ്നം ആണ് എന്റെയും ഇതാണ് അവസ്ഥ ",LRX GAMING  ꪜ,0,False,None
Ugx_02ezRffUxTctX4l4AaABAg.9XG1QdNO91x9YER-hRY4JB," @RA VEEN  ഞാനും പെട്ടിരിക്കുകയാണ് ",LRX GAMING  ꪜ,0,False,None
UgysbCDI2-yRQnH6JxZ4AaABAg.9XBYqadbW8i9XDYiQG15_r,"ആരാണിവൻ ",LRX GAMING  ꪜ,0,True,None
Ugx7bW7ddyfP3JrWQNV4AaABAg,"Uff  ഇന്നത്തെ കളി വിഷയം aanallo",Let''s Talk(Malayalam),1,True,None
UgxjmNesi8J6L1O-S9l4AaABAg.9X6U2StwR3L9XDYjnxFKTC,"ചെറുതായി ",LRX GAMING  ꪜ,0,False,None
UgwSp4e3ggpFqS9Fp6N4AaABAg,"വിഷയം കളി ",Shabeer Ali,4,True,None
UgwSp4e3ggpFqS9Fp6N4AaABAg.9WS2d2ARJLZ9WS2xFGE19h,"താങ്ക്സ് ",LRX GAMING  ꪜ,1,False,None
UgzXs6FmXdzVPNbvBDt4AaABAg.9WS5VbggCpm9WS6gUtFeW-,"ഒരേ ക്ലാൻ ആയിരുന്നു അവന്മാർ",LRX GAMING  ꪜ,1,False,None
Ugz7BNGQIBM9f9bGi_14AaABAg.9WS47dPcFKT9WS6jxgUpA-,"താങ്ക്സ് ഡാ ",LRX GAMING  ꪜ,0,False,None
Ugx-8obHomKXiAryQAp4AaABAg.9WUE_tTMEBN9WUJgzCZyTz,"തീർച്ചയായും സെറ്റ് ആക്കാം ",LRX GAMING  ꪜ,0,False,None
UgwLOdm7vidNyYja94Z4AaABAg.9WS2cQPgHOu9WS2z9cGtiV,"വോകെ ",LRX GAMING  ꪜ,1,False,None
UgwjP6mLO1mmYc7tshp4AaABAg.9Vxj21ozn1z9VxjLr34V9B,"പെബർ ",LRX GAMING  ꪜ,1,False,None
UgxtkEc95Vpj2Wi0hyt4AaABAg.9Vxtvj3fE469VyEReDEwgY,"പെബർ",LRX GAMING  ꪜ,1,False,None
Ugx7BvL6fsPqMgh9N3p4AaABAg.9Vxku2zRUqO9VxnNhAbrAS,"ഓക്കേ",LRX GAMING  ꪜ,0,False,None
UgyAE-od_tXywMBq6gl4AaABAg.9Vxj2g1OUCt9VxjNOK0Mrb,"ഒർജിനൽ ",LRX GAMING  ꪜ,1,False,None
Ugz0__GdS36fSWKp27J4AaABAg.9Vxj-TWI_w39VxjJe744p9,"അപ്പോൾ തന്നെ ഡിലീറ്റ് ചെയ്തു ",LRX GAMING  ꪜ,0,False,None
UgygxsDRpo7EzM5X_8t4AaABAg.9VxliBJ0fY39VxnP5MGPsh,"എപ്പോ",LRX GAMING  ꪜ,0,False,None
UgzvNsTLa6bzzFDskHl4AaABAg.9VxjE412T4g9VxjQAdNubQ,"ആ വീഡിയോ ഒരു പ്രോബ്ലം ഉണ്ടായിരുന്നു",LRX GAMING  ꪜ,2,True,None
Ugy51Qh3su8G8DZ54jR4AaABAg.9VXQbWwu2lw9VXRsnjUEZc,"ഉവ്വ ",LRX GAMING  ꪜ,0,False,None
Ugzq7jz24I4JMhIgI7h4AaABAg.9VXL8XYUadF9VXLH-juxUL,"ഉണ്ടാക്കാം ",LRX GAMING  ꪜ,1,False,None
UgwIPCWqJJqQvBMDf5F4AaABAg.9VXmpMGrC-r9VXxCwC9cQ4,"ഒരു രസം",LRX GAMING  ꪜ,0,False,None
UgxBjzNDsPLhQOkubZx4AaABAg.9VXL2sOLZQQ9VXLJ_Mhvu1,"ഇന്ന് പവർ ",LRX GAMING  ꪜ,0,False,None
Ugw5OIgplpmqWN5rc_l4AaABAg.9VXL3LxzhKl9VXLNZnufNR,"പിന്നല്ല",LRX GAMING  ꪜ,0,False,None
UgxKh5AvQt_3bu_YQl94AaABAg,"ഹലോ",ADHI GAMING,0,False,None
Ugw3JhyZUUrjwU6Hdmd4AaABAg,"അവനെ ഒന്ന് നിലത്തു ഇറക്കാർന്നു   Ttoo  പാവം ",sidhikx  💜,1,True,None
UgyZ-tbK6s3YXHrA5sR4AaABAg.9VNO3RF5NJQ9VOUg9QtzaD,"പാവം പയ്യൻ ",LRX GAMING  ꪜ,0,False,None
UgxWtxYCkGISInJ2xmx4AaABAg.9VRY9vi5I6w9VXCkTK6mih,"പാവം ",LRX GAMING  ꪜ,0,False,None
UgwEDRWUvX4HZx3KBWt4AaABAg.9VMCOeU0b2B9VN-pHo623P,"സത്യം",LRX GAMING  ꪜ,2,False,None
UgwWmKB8Uu8J1HCt8H14AaABAg.9VNNIZ4raSQ9VOUmFubYUm,"ആക്ച്വലി ഹൂ ആർ യൂ നമ്പർ ഫോർ ",LRX GAMING  ꪜ,0,False,None
UgzC74tEDss8UT-nsud4AaABAg.9VL23a4x3Xv9VLwDSNAjah,"ഓഹോ സെറ്റ് ",LRX GAMING  ꪜ,0,False,None
UgyqoWCcC6rJRK9XO-R4AaABAg,"ഹാവു ഇന്നലെ ലൈവ് കാണാൻ പറ്റിയില്ല എന്തായാലും ഇപ്പൊ കണ്ടു പൊളി ",malayali,3,True,None
Ugx1S-ISP-sr7WK7HBx4AaABAg,"ഇച്ചിരി നടുവിലോട്ട് നീങ്ങി ഇരിക്കുവാണേൽ കൊറച്ചു സ്റ്റിക്കർ ഉണ്ടാകമായിരുന്നു ",malayali,2,True,None
UgyqoWCcC6rJRK9XO-R4AaABAg.9V4hqjDPzcI9V5ClR5-djd,"മോനെ ",LRX GAMING  ꪜ,1,False,None
Ugx1S-ISP-sr7WK7HBx4AaABAg.9V4i05P2FBo9V5CmkyW7AS,"അമ്പട പുളുസു ",LRX GAMING  ꪜ,1,False,None
UgwdTwuVFZ_S7ERBJ-54AaABAg.9V0R91oesYQ9V2YgnKyuJC,"ഓക്കേ  ",LRX GAMING  ꪜ,0,False,None
Ugyvl-JZJ6da9uuDzZh4AaABAg,"ഫ്രീ ആയി ഒരു RP നേടാംഎന്റെ BGMI ക്യാരക്റ്റർ കൃത്യമായി സ്ക്രീൻ ഷോട്ട് എടുത്തു ഗ്രൂപ്പിൽ ഇടുകഅതിൽ നിന്ന് ഒരാൾക്കു RP  2 ",LRX GAMING  ꪜ,4,True,None
Ugxalq3twvLaC69s4054AaABAg.9V5meTQ7Tf-9V7ILKRzy9D,"ഹോ എനിക്ക് ഭയങ്കര വിഷമം ആവും ",LRX GAMING  ꪜ,0,False,None
UgzTAWJJPnwoFiMC7uV4AaABAg,"റൂം ആണ് ",LRX GAMING  ꪜ,8,True,None
UgzTAWJJPnwoFiMC7uV4AaABAg.9UmtHp0_WYi9Un6I1lBXQx," @PICAPI  നീ ടൈം ട്രാവൽ ആണ് മോനെ",LRX GAMING  ꪜ,4,False,None
Ugz7luKNI4CGeKuLXKR4AaABAg.9Un5WF_jy4z9Un6EPaYHD3,"ഹേയ് ",LRX GAMING  ꪜ,2,False,None
UgxgSrC1o0SvBqZncrd4AaABAg.9V-sGcgG64s9V2YbXiLByt,"ഓഹോ റൂം ആണെന്ന് വെണ്ടയ്ക്ക അക്ഷരത്തിൽ കമന്റിൽ എഴുതി വച്ചിട്ടുണ്ട് ",LRX GAMING  ꪜ,0,False,None
Ugzi1aSiq00orcJA3JZ4AaABAg.9UqE5O_mv2M9Uq_F402H1b,"ആണ് ",LRX GAMING  ꪜ,1,False,None
UgyEyqUSpH-3lLxpYcB4AaABAg," കഷ്ടമാണ് ഇത് ജയിക്കാന്‍",Let''s Talk(Malayalam),0,True,None
UgwW6_MeQCk8tJNjaUh4AaABAg.9U2ME1EXPwW9U3ZosuTIdQ,"അത് പെവർ ",LRX GAMING  ꪜ,0,False,None
Ugy_FjLnbFlIRALpyiZ4AaABAg.9U1BIU7RnlL9U1GOFI51N-,"ഞാനും ",LRX GAMING  ꪜ,0,False,None
UgwMQw5Mym3NkNHA1494AaABAg.9U16xdCazMS9U17S-YWnW3,"പണ്ടൊക്കെ നന്നായി കളിക്കുമായിരുന്നു ",LRX GAMING  ꪜ,1,False,None
UgyEyqUSpH-3lLxpYcB4AaABAg.9UoIBJE4bgL9Uo_Zzp1p70,"നൊസ്റ്റാൾജിയ ",LRX GAMING  ꪜ,0,False,None
Ugx1tWrdyS_9J5cSyy14AaABAg.9U1SghufNAZ9U2D0LQxEpg,"നൊസ്റ്റ് ",LRX GAMING  ꪜ,1,False,None
UgyoT8tyYC7n-GV7lmt4AaABAg.9U2h6aZXGKo9U3Znr88oM0,"നൊസ്റ്റു ",LRX GAMING  ꪜ,0,True,None
Ugz8EZbeRU8oNEyfp0l4AaABAg,"സ്പാനർ വീഴുങ്ങിയ  ഗേൾ ",Abhinand Mm,1,True,None
UgwUL55I17wS8b7I5It4AaABAg,"ആരാടാ ആ dislike അടിച്ചവർ... അവരെയങ് ",Hari Mohan,0,True,None
UgzD3RaHtSv3HqwsJ1x4AaABAg,"Colorado എന്ന ഭൂലോക തോൽവി ",delwin joseph,0,True,None
UgxTLH7O9WT6eDuBIgN4AaABAg,"വീഡിയോ കാണാതെ തെറിവിളിക്കല്ലേ ",LRX GAMING  ꪜ,11,True,None
UgxQ0PnOUhTKa238PjR4AaABAg.9SgvSAeSSa39SheM3GZ35y,"സോറി ഞാൻ നിന്റെ തന്ത അല്ല ",LRX GAMING  ꪜ,0,False,None
UgwYn9EDlm5sv2C_CcB4AaABAg,"അനുസരണ ആണ് ഇവരുടെ മെയിൻ ",LRX GAMING  ꪜ,8,True,None
Ugx-E-d0NEVRgepQFup4AaABAg,"ഇത് ഒരു 3*3 സോൾവിങ് വീഡിയോ അല്ല ",LRX GAMING  ꪜ,5,True,None
UgyLJmI87MFwFLrJbHZ4AaABAg,"പെട ",delwin joseph,1,True,None
Ugy6s7PjF4tMvaOq1Lh4AaABAg,"ഏത് ഒരു PUBG കാളിയാകാരെന്റെ സ്വപ്നം അത് അടിച്ച കിട്ടുന്ന ഒരു Feeling അളിയാ അത് പറഞ്ഞു തരാൻ പറ്റൂല.. ",R REvOLT,3,True,None
UgxiV3HpuHZsuWve6at4AaABAg,"ഒരു നിമിഷം പോലും skip ചെയ്തിട്ട് ഇല്ല ഞാൻ അതിനു ഒറ്റ കാരണമെ ഉള്ളു മച്ചാന്റെ സംസാര ശൈലി തന്നെയാ ️️️",പിള്ളച്ചൻ OO7,3,True,None
UgwOHll0o6RPiQeUOxt4AaABAg.9PipoIoNOQb9Qb3gJxNzwU,"എങ്ങോട്ട്",LRX GAMING  ꪜ,0,False,None
Ugyjnou3fcw-Em6qTe54AaABAg,"LIKE അടിക്കാൻ മറക്കല്ലേ ",LRX GAMING  ꪜ,7,True,None
Ugw6wP-DxndXYMmCMql4AaABAg,"ഹാക്കർ പിന്നേം കൊന്നു പാമ്പ് ഹാക്കർ  ",LRX GAMING  ꪜ,2,True,None
Ugy1MyXT4mTYBRiq23J4AaABAg.9OX9HtaGzHn9OXSepUlFZC,"സെർ",LRX GAMING  ꪜ,0,False,None
UgyEduRG40y4ImEP56B4AaABAg.9OOe9Xf2Bqp9OPT6nFG0_S,"സെഡ്ഡ് ",LRX GAMING  ꪜ,0,False,None
UgwwbB9Gmq90SPaFdV54AaABAg.9OPR-NN1ZSU9OPT5PyniJg,"പെവർ ",LRX GAMING  ꪜ,0,False,None
Ugx86ssnRzF-SO306Ml4AaABAg,"അവൻ ഇനി മലയാളികളെ തെറി വിളിക്കില്ലഅസ്സലായി ബ്രോഅവന്റെ സന്ധി പൊളിച്ചു... ",R REvOLT,2,True,None
UgxDMhAry6L1zTndFOR4AaABAg,"ഇവളുടെ ഉടായിപ്പുകൾ a-z പൊളിച്ചടുക്കുന്ന ഒരു വീഡിയോ ആണ് മാക്സിമം എല്ലാരും കയറി കാണണേ#accept_LRX_challenge ",LRX GAMING  ꪜ,10,True,None
UgwfE1vOPnjVV_sTrid4AaABAg,"കൊള്ളാം പൊളി സാനം അത് പൊളിച്ചു ",പിള്ളച്ചൻ OO7,6,True,None
UgyuQgB9X4wXAhKT8FJ4AaABAg.9NP4V26jx5L9NPIWeEHesL,"ദത്തൻ ser ",LRX GAMING  ꪜ,0,False,None
UgwA14b4yaFpQfMG1V14AaABAg,"എനിക്ക ഒരു ആഗ്രഹം ഉണ്ട് നടതിതരമോ  എനിക്ക് ഒരു RP വാജിച്ചു തേരാമോ അന്റെ കുടെ ഓള്ളവർ അലാരും RP ഒള്ളവർ ആണ് എനിക് മാത്രം  RP  ഇല്ല ഓരണം  പ്ലീസ് പ്ലീസ്",BHAGATH,2,True,None
UgxCUainmiWqPztXVhN4AaABAg,"എനിക്ക ഒരു ആഗ്രഹം ഉണ്ട് നടതിതരമോ  എനിക്ക് ഒരു RP വാജിച്ചു തേരാമോ അന്റെ കുടെ ഓള്ളവർ അലാരും RP ഒള്ളവർ ആണ് എനിക് മാത്രം  RP  ഇല്ല ഓരണം  പ്ലീസ് പ്ലീസ്",BHAGATH,2,True,None
UgyEvq6KfKKcDH1p9mF4AaABAg,"Le enemy: ഇവൻ ആള് കൊള്ളാലോ ",GAME HAKER,1,True,None
Ugx3vgYEYiMOerUkF6h4AaABAg,"മുഴുവൻ gameplay ഇങ്ങു പോന്നോട്ടെ....",LRx SPIDEY,3,True,None
Ugyav9SrChRenq4Yrcx4AaABAg.9IlE5OZW1eT9IlSA0zakqM,"മെസ്സ് ആണേ ",LRX GAMING  ꪜ,2,True,None
UgwQtCdJxtmuJSJvX8d4AaABAg,"വളരെ  നന്നായിരുന്നു  ‌",Unni Kingini,1,True,None
UgzKxqE7MQ-b6qdRKTV4AaABAg," സപ്പോർട് തരണേ",LRX GAMING  ꪜ,1,True,None
Ugz9trJax9n2UcW0Wgp4AaABAg,"വീഡിയോസ് കൊള്ളാം കേട്ടോ ഞാന്‍ കണ്ടു  എന്റെ വീഡിയോസ് കാണാന്‍ വരുമല്ലോ ...",Unni Kingini,1,True,None
Ugx4W2fXFN9wc_2rTpN4AaABAg,"വളരെ  നന്നായിരുന്നു  ‌  കൊള്ളാം കേട്ടോ  ഇനിയും ഇതുപോലെ നല്ല വീഡിയോസ്ചെയ്യാന്‍ കഴിയട്ടെ എന്റെ വീഡിയോസ് കാണാനും വരണേ",Unni Kingini,1,True,None
UgzAz_oaCfr_lXbe9xh4AaABAg,"വളരെ  നന്നായിരുന്നു  ‌  കൊള്ളാം കേട്ടോ  ഇനിയും ഇതുപോലെ നല്ല വീഡിയോസ്ചെയ്യാന്‍ കഴിയട്ടെ എന്റെ വീഡിയോസ് കാണാനും വരണേ.",Unni Kingini,2,True,None
Ugx5qoA_T0KBA_v98Rd4AaABAg.9GaAKsEm9tT9GaR6zKM0fW,"നെറ്റ് പ്രശ്നം",LRX GAMING  ꪜ,0,False,None
UgzSnDoeVB9emSH0s6x4AaABAg.9FIqXDClxs19FQH9CHRjmc,"ഓംലറ്റ് ആർക്കേട് ആണ് ബ്രോ",LRX GAMING  ꪜ,1,False,None
UgylpXCqq-Rv86yo9GN4AaABAg,"THANKS ALLLLനിങ്ങളൊക്കെ  ഒക്കെ കൂടെ ഇല്ലേ പിന്നെ ഇതൊക്കെ എന്ത് ",LRX GAMING  ꪜ,7,True,None
Ugz5WDP4xjEgyEAiamp4AaABAg,"LRX ഉയിർ",മുണ്ടൂർ മാടൻ,1,True,None
UgxXaUWVwctuSy1AZ694AaABAg,"Hello bro റൂമിൽ participate ചെയ്യുന്നത് എങ്ങനെയാ",TECH & TROLLS,1,True,None
Ugx1SYRbKyE2jmAjWjJ4AaABAg.9B68bBtfvBv9B8-MqRrK9F,"താങ്ക്സ് മോനെ... ",LRX GAMING  ꪜ,0,False,None
UgxpcLZ3Ew2PQp3U5QN4AaABAg.99XVLCTJ8hk99YLBO0d8hu,"ഗ്രൂപ്പിൽ പറഞ്ഞിരുന്നോ?",LRX GAMING  ꪜ,0,False,None
UgxKIu3vfb7MDJMETAN4AaABAg.99TorfdpM7K99TqYDBYDyH,"ആണ് ബ്രദർ ",LRX GAMING  ꪜ,0,False,None
UgyjfbHdNpQ7KEB94TV4AaABAg,"Subscribe ചെയ്യാൻ മറക്കല്ലേ",[DAANA GAMING],1,True,None
UgxJ9hQ0dYl5hwAeshF4AaABAg,"Subscribe ചെയ്യാൻ മറക്കല്ലേ ",[DAANA GAMING],4,True,None
UgyRjlOP3KyqZ4t0DaB4AaABAg,"Subscribe ചെയ്യാൻ മറക്കല്ലേ ",[DAANA GAMING],2,True,None
UgxFx1lYzDkb6WCrzkx4AaABAg,"Subscribe ചെയ്യാൻ മറക്കല്ലേ ",[DAANA GAMING],2,True,None
Ugzcm91HMhT2Ol3Rd8t4AaABAg,"Subscribe ചെയ്യാൻ മറക്കല്ലേ ",[DAANA GAMING],1,True,None
Ugzw_t6EzvMLS2DMNe14AaABAg,"Subscribe ചെയ്യാൻ മറക്കല്ലേ ",[DAANA GAMING],1,True,None
UgykJG0p4SgYhJnX9gx4AaABAg,"Subscribe ചെയ്യാൻ മറക്കല്ലേ ",[DAANA GAMING],2,True,None
Ugwr7mRT2juPILaMNsp4AaABAg,"Subscribe ചെയ്യാൻ മറക്കല്ലേ",[DAANA GAMING],2,True,None
Ugy7etlb8rp4TQMBMJV4AaABAg,"Subscribe ചെയ്യാൻ മറക്കല്ലേ ",[DAANA GAMING],3,True,None
UgzawGaqtSXyUf5CyMN4AaABAg,"Subscribe ചെയ്യാൻ മറക്കല്ലേ ",[DAANA GAMING],2,True,None
